시군명,업종구분명,시설명,교습과정명,전화번호,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도 
오산시,교습소,글샘언어논술교습소,보통교과,070-4024-0635,18146,경기도 오산시 갈곶동 270-10번지 통문장영어 1층,"경기도 오산시 오산로50번길 31 , 1층 (갈곶동, 통문장영어)",37.1314523958,127.0711803890
오산시,교습소,수학여우수학교습소,보통교과,031-373-9033,18118,경기도 오산시 수청동 514번지 오산대우아파트 제2상가 108호,"경기도 오산시 청학로173번길 12 , 제2상가 108호 (수청동, 오산대우아파트)",37.1652454692,127.0635219689
오산시,학원,러스뮤직학원,예능(대),,18114,경기도 오산시 수청동 619-7번지 수청프라자 402호 일부,"경기도 오산시 내삼미로79번길 24 , 402호 일부 (수청동, 수청프라자)",37.1699106330,127.0648468186
오산시,교습소,위캔수학교습소,보통교과,,18110,경기도 오산시 수청동 558-2번지 2층 일부,"경기도 오산시 수청로8번길 50 , 2층일부 (수청동)",37.1722857549,127.0587279191
오산시,학원,오산씨앤씨미술학원,예능(대),031-373-5388,18139,경기도 오산시 원동 811-6번지 신협빌딩 501호,"경기도 오산시 성호대로 124 , 501호 (원동, 신협빌딩)",37.1484855610,127.0751944366
오산시,학원,해밀수학학원,입시.검정 및 보습,031-378-0966,18114,경기도 오산시 수청동 628-11번지 1층,"경기도 오산시 내삼미로80번길 12-17 , 1층 (수청동)",37.1683241207,127.0673001530
오산시,학원,비앤에프미래직업교육학원,직업기술,031-375-1226,18139,경기도 오산시 원동 813-5번지 중앙씨티월3 803호,"경기도 오산시 대원로 57 , 803호 (원동, 중앙씨티월3)",37.1465910554,127.0747658715
오산시,교습소,한솔플러스수학교습소,보통교과,,18149,경기도 오산시 원동 907번지 오산원동한양수자인아파트 상가동 103호,"경기도 오산시 부원로87번길 19 , 103호 (원동, 오산원동 한양수자인아파트 상가동)",37.1418553497,127.0891712071
오산시,교습소,다인피아노교습소,예능,031-375-5799,18139,경기도 오산시 원동 756-4번지 신양아파트 2층,"경기도 오산시 대원로 47 , 2층 (원동, 신양아파트)",37.1469499564,127.0743021775
오산시,학원,앱솔루트잉글리쉬학원,입시.검정 및 보습,031-378-5993,18139,경기도 오산시 원동 811-12번지 중앙상가빌딩 701호,"경기도 오산시 운암로 17 , 701호 (원동, 중앙상가빌딩)",37.1477312111,127.0759869060
오산시,학원,위드이엠중등관학원,국제화,031-373-0007,18108,"경기도 오산시 금암동 502-5번지 인피니트타워 603호 일부, 604호","경기도 오산시 문헌공로 3 , 603호 일부, 604호 (금암동, 인피니트타워)",37.1745272881,127.0507394875
오산시,교습소,수플러스수학교습소,보통교과,,18102,경기도 오산시 지곶동 577번지 e편한세상 오산세교 상가 109호,"경기도 오산시 세마문학로 50 , 단지내상가 109호 (지곶동, e편한세상 오산세교)",37.1688406419,127.0278737817
오산시,학원,세교점와와학습코칭학원,입시.검정 및 보습,,18109,경기도 오산시 금암동 516-4번지 P&P세교프라자 402호,"경기도 오산시 수청로 193 , 402호 (금암동, P&P세교프라자)",37.1766616731,127.0454998904
오산시,교습소,정N영어교습소,보통교과,,18118,경기도 오산시 궐동 585번지 오산대우아파트 제1상가동 102호,"경기도 오산시 매홀로 46 , 제1상가동 102호 (궐동, 오산대우아파트)",37.1617291282,127.0632944068
오산시,학원,임근빈수학학원,입시.검정 및 보습,,18134,경기도 오산시 오산동 262-7번지 마루빌딩 3층 일부,"경기도 오산시 운천로 95 , 3층 일부 (오산동, 마루빌딩)",37.1512047445,127.0743346339
오산시,학원,오름수학학원,입시.검정 및 보습,031-376-7070,18109,경기도 오산시 금암동 516-2번지 정원프라자 301호,"경기도 오산시 수청로 199 , 301호 (금암동, 정원프라자)",37.1764517163,127.0448139852
오산시,교습소,멘토링수학교습소,보통교과,,18125,경기도 오산시 가수동 106-3번지 가수주공아파트 상가동 206호,"경기도 오산시 발안로 1419-15 , 가수주공아파트 상가동 206 (가수동)",37.1458959376,127.0524515729
오산시,교습소,꿈꾸는고양이미술교습소,예능,,18108,경기도 오산시 금암동 498번지 죽미마을휴먼시아꿈에그린 상가동 103호,"경기도 오산시 수청로 121 , 103호 (금암동, 죽미마을휴먼시아꿈에그린 상가동)",37.1777933865,127.0515312394
오산시,학원,아빠수학엄마영어학원,입시.검정 및 보습,,18109,"경기도 오산시 금암동 516-1번지 센타프라자 503호 전체, 504호 일부","경기도 오산시 수청로 201 , 503호 전체, 504호 일부 (금암동, 센타프라자)",37.1764055214,127.0445213735
오산시,교습소,러스아트(LUSART)미술교습소,예능,,18114,경기도 오산시 수청동 619-7번지 수청프라자 301호 일부 (수청동),"경기도 오산시 내삼미로79번길 24 , 수청프라자 301호 일부 (수청동)",37.1699106330,127.0648468186
오산시,학원,손리경음악학원,예능(대),031-378-8789,18143,경기도 오산시 원동 346-13번지 원동프라자 201호,"경기도 오산시 오산로160번길 11 , 201호 (원동, 원동프라자)",37.1414445218,127.0699191955
오산시,학원,연피아노음악학원,예능(대),031-373-9876,18109,"경기도 오산시 금암동 509번지 금암마을 휴먼시아 상가동 204,205호","경기도 오산시 수청로 210 , 204,205호 (금암동, 금암마을 휴먼시아 상가동)",37.1769252057,127.0437071711
오산시,학원,오산메타수학학원,입시.검정 및 보습,031-374-1334,18144,"경기도 오산시 원동 391-1번지 패션폴라리스 408호, 409호","경기도 오산시 경기대로 154 , 408호, 409호 (원동, 패션 폴라리스)",37.1385111072,127.0738540545
오산시,교습소,플라잉업잉글리시영어교습소,보통교과,,18114,경기도 오산시 수청동 629-16번지 1층,"경기도 오산시 내삼미로80번길 15-1 , 1층 (수청동)",37.1689925481,127.0676793134
오산시,학원,오퍼스음악학원,예능(대),031-372-7954,18148,"경기도 오산시 부산동 800번지 오산시티자이1단지 상가동 205, 206호","경기도 오산시 부산중앙로 11 , 오산시티자이1단지 상가동 205, 206호 (부산동)",37.1492420832,127.0903699561
오산시,학원,영어도서관리드앤톡영어학원,입시.검정 및 보습,031-375-7705,18114,경기도 오산시 수청동 617-6번지 G플레이스 오산 301호,"경기도 오산시 오산대역로 214 , 301호 (수청동, G플레이스 오산)",37.1708508073,127.0655848608
오산시,교습소,조이피아노교습소,예능,031-374-7063,18142,경기도 오산시 원동 784-3번지,경기도 오산시 오산로190번길 18-5 (원동),37.1436289609,127.0707513358
오산시,학원,코딩하루오산대역센터학원,정보,,18114,경기도 오산시 수청동 617-6번지 G플레이스 오산 604호,"경기도 오산시 오산대역로 214 , 604호 (수청동, G플레이스 오산)",37.1708508073,127.0655848608
오산시,학원,오렌지음악학원,예능(대),,18147,경기도 오산시 갈곶동 675번지 401호,"경기도 오산시 오산로 79 , 401호 (갈곶동)",37.1339587591,127.0688131829
오산시,학원,엘렌랭어에듀학원,종합(대),,18108,경기도 오산시 금암동 502-1번지 5층,"경기도 오산시 수목원로 466 , 5층 (금암동)",37.1752726622,127.0500028626
오산시,학원,비상잉글리시아이삼미초점학원,입시.검정 및 보습,,18111,경기도 오산시 외삼미동 299-8번지 201호,"경기도 오산시 북삼미로 183-6 , 201호 (외삼미동)",37.1920894531,127.0610915042
오산시,학원,청담영수학원,입시.검정 및 보습,031-376-0589,18121,경기도 오산시 궐동 619-4번지 거동빌딩 4층,"경기도 오산시 궐리사로 37 , 4층 (궐동, 거동빌딩)",37.1603614666,127.0566798757
오산시,학원,지니마을학원,입시.검정 및 보습,,18143,경기도 오산시 원동 845번지 양우프라자 801호 일부,"경기도 오산시 오산로 164 , 801호일부 (원동, 양우프라자)",37.1414684967,127.0690745758
오산시,학원,이화소리엘음악학원,예능(대),031-377-7697,18118,경기도 오산시 수청동 533번지 오산대우아파트 제2상가동 101호,"경기도 오산시 매홀로 71 , 101호 (수청동, 오산대우아파트 제2상가동)",37.1638157021,127.0620209356
오산시,교습소,아트샘미술교습소,예능,,18102,경기도 오산시 지곶동 577번지 e편한세상 204호 일부,"경기도 오산시 세마문학로 50 , 204호 일부 (지곶동, e편한세상)",37.1665579861,127.0250946364
오산시,학원,새벽날개보습학원,입시.검정 및 보습,070-7533-7737,18101,경기도 오산시 양산동 377-5번지 4층 일부 중앙메티칼의원,"경기도 오산시 한신대길 117 , 4층 일부 (양산동, 중앙메티칼의원)",37.1963788628,127.0234318069
용인시,학원,아침의약속보습학원,입시.검정 및 보습,,16930,경기도 용인시 수지구 상현동 252번지 SR프라자 406호,"경기도 용인시 수지구 만현로 120 , SR프라자 406호 (상현동, SR프라자)",37.3060842336,127.0846797388
용인시,학원,이화앤숙명음악학원,예능(대),031-261-3661,16830,경기도 용인시 수지구 풍덕천동 664번지 삼익아파트 상가동 301호,"경기도 용인시 수지구 문인로 57 , 삼익아파트 상가동 301호 (풍덕천동)",37.3329500465,127.0963846077
용인시,교습소,잉글리쉬브릿지영어교습소,보통교과,,16928,경기도 용인시 수지구 상현동 864번지 만현마을성원상떼빌아파트 상가동 101호,"경기도 용인시 수지구 만현로67번길 19 , 상가동 101호 (상현동, 만현마을성원상떼빌아파트)",37.3092530466,127.0912751822
용인시,학원,코지아트미술학원,예능(대),,17128,경기도 용인시 처인구 이동읍 천리 234-9번지 4층 전체,"경기도 용인시 처인구 이동읍 백옥대로 613 , 4층 전체 (이동읍)",37.1915478002,127.2066786548
용인시,학원,나는음악가음악학원,예능(대),,17055,경기도 용인시 처인구 역북동 749번지 파스텔시티 503호,"경기도 용인시 처인구 명지로40번길 16 , 파스텔시티 503호 (역북동)",37.2328269983,127.1870158335
용인시,교습소,클리오영어교습소,보통교과,,16884,경기도 용인시 처인구 모현읍 능원리 25-9번지 2층,"경기도 용인시 처인구 모현읍 오포로 82 , 2층 (모현읍)",37.3420563808,127.1763233306
용인시,교습소,윤선생우리집앞영어교습소,보통교과,,16851,경기도 용인시 수지구 성복동 726번지 성동마을LG빌리지3차아파트 상가동 202호 일부,"경기도 용인시 수지구 성복2로 130 , 상가동 202호 일부 (성복동, 성동마을LG빌리지3차아파트)",37.3162790999,127.0720738301
용인시,학원,수지비바체음악학원,예능(대),031-262-1530,16930,경기도 용인시 수지구 상현동 861번지 만현마을 8단지 두산위브아파트 상가동 208호,"경기도 용인시 수지구 만현로 125 , 만현마을 8단지 두산위브아파트 상가동 208호 (상현동)",37.3055642858,127.0854950618
용인시,학원,어드벤쳐음악학원,예능(대),031-339-5123,17129,경기도 용인시 처인구 이동읍 천리 1119번지 신미주아파트단지내상가 205호 206호,경기도 용인시 처인구 이동면 백옥대로621번길 11 신미주아파트단지내상가 205호 206호,37.1928934584,127.2040819329
용인시,교습소,엠에스스퀘어과학교습소,보통교과,,16815,경기도 용인시 수지구 신봉동 33번지 센트럴500 센트럴500상가 521호,"경기도 용인시 수지구 신봉2로 2 , 센트럴500상가 521호 (신봉동, 센트럴500)",37.3231779493,127.0779941675
용인시,교습소,노아의배미술교습소,예능,,16825,경기도 용인시 수지구 동천동 174-9번지 센트럴 상가 304호,"경기도 용인시 수지구 동천로 62 , 센트럴상가 304호 (동천동, 센트럴상가)",37.3403048341,127.0962323575
용인시,교습소,아트펀미술교습소,예능,031-896-1677,16811,경기도 용인시 수지구 신봉동 954-9번지 1층 102호,"경기도 용인시 수지구 신봉2로 115-7 , 1층 102호 (신봉동)",37.3292198386,127.0687157125
용인시,학원,엘린음악학원,예능(대),031-202-2050,17103,경기도 용인시 기흥구 서천동 366번지,"경기도 용인시 기흥구 예현로35번길 2 , 301-1 (서천동)",37.2438954782,127.0666429798
용인시,학원,생각아이미술학원,예능(대),,16930,경기도 용인시 수지구 상현동 263번지 미래프라자 204호,"경기도 용인시 수지구 만현로 113 , 미래프라자 204호 (상현동)",37.3064741979,127.0853546550
용인시,학원,에이에스피와이어트(ASP.Wyatt)어학원,국제화,,16942,경기도 용인시 수지구 상현동 1127-1번지 201호,"경기도 용인시 수지구 법조로 219 , 201호 (상현동)",37.2988333242,127.0734928211
용인시,학원,그레이프씨드키즈빌학원,입시.검정 및 보습,,16873,경기도 용인시 수지구 죽전동 475-11번지 리치빌딩 101호,"경기도 용인시 수지구 정든로 16 , 101호 (죽전동, 리치빌딩)",37.3271789539,127.1146447160
용인시,학원,우리모두의수학학원,입시.검정 및 보습,,16953,경기도 용인시 기흥구 영덕동 975-7번지 용인흥덕노블레스흥덕노블레스 310호,"경기도 용인시 기흥구 흥덕중앙로 59 , 310호 (영덕동, 용인흥덕노블레스흥덕노블레스)",37.2765156269,127.0737090085
용인시,학원,비전에듀학원,입시.검정 및 보습,031-274-0944,17083,경기도 용인시 기흥구 공세동 671-2번지 유림프라자 202호,"경기도 용인시 기흥구 한보라1로 134-2 , 유림프라자 202호 (공세동)",37.2444112622,127.1059111632
용인시,교습소,생각이커가는수학교습소,보통교과,,17129,경기도 용인시 처인구 이동읍 천리 199-3번지 천리 199-3 외 2필지 1층 일부,"경기도 용인시 처인구 이동면 백옥대로587번길 28 , 천리 199-3 외 2필지 1층 일부 (이동면)",37.1901800422,127.2040136521
용인시,학원,BBS과학학원,입시.검정 및 보습,,16959,경기도 용인시 기흥구 신갈동 714번지 센타프라자 403호,"경기도 용인시 기흥구 새천년로26번길 2 , 403호 (신갈동, 센타프라자)",37.2890412604,127.1119286075
용인시,교습소,뮤직슐레피아노교습소,예능,031-272-0463,16925,경기도 용인시 수지구 풍덕천동 1180-1번지 진산마을삼성7차아파트,"경기도 용인시 수지구 진산로66번길 27 (풍덕천동,진산마을삼성7차아파트)",37.3137214251,127.0984398146
용인시,교습소,한솔플러스삼익수학교습소,보통교과,031-261-8567,16830,경기도 용인시 수지구 풍덕천동 664번지 삼익 상가동 205호,경기도 용인시 수지구 문인로 59  삼익상가동 205호,37.3325325640,127.0955515107
용인시,교습소,돼감신쌤국어교습소,보통교과,,16837,경기도 용인시 수지구 풍덕천동 707번지 한길타운 206호,"경기도 용인시 수지구 문정로 46 , 한길타운 206호 (풍덕천동, 한길타운)",37.3245163306,127.0947028007
용인시,학원,소프트파워컴퓨터학원,기타(대),,17006,경기도 용인시 기흥구 중동 851-4번지 동백역타워 602호,"경기도 용인시 기흥구 동백3로11번길 3 , 602호 (중동, 동백역타워)",37.2693569509,127.1532875962
용인시,교습소,창액터연기교습소,기타,,16898,경기도 용인시 기흥구 보정동 1266-1번지 리베로3 1층 144호,"경기도 용인시 기흥구 보정로 117 , 1층 144호 (보정동, 리베로3)",37.3198495396,127.1142984042
용인시,학원,미술로생각하기중동학원,기타(대),031-8005-5225,17006,경기도 용인시 기흥구 중동 829번지 골드프라자 B동 809호,"경기도 용인시 기흥구 동백중앙로 283 , 골드프라자 B동 809호 (중동,골드프라자)",37.2780109377,127.1534847899
용인시,학원,지혜의샘학원,입시.검정 및 보습,,17003,경기도 용인시 기흥구 동백동 598-2번지 동백프라자 302호,"경기도 용인시 기흥구 동백중앙로 358-6 , 302호 (동백동, 동백프라자)",37.2822388218,127.1598164723
용인시,학원,소리나무음악학원,예능(대),031-333-1315,17027,경기도 용인시 처인구 포곡읍 둔전리 139-10번지 라데팡스 201호,"경기도 용인시 처인구 포곡읍 둔전로47번길 21 , 201호 (포곡읍, 라데팡스)",37.2682695013,127.2191262353
용인시,교습소,작은우주미술교습소,예능,,16824,경기도 용인시 수지구 동천동 105-3번지 동천자이아파트 동천자이 상가동 지하1층 A115호,"경기도 용인시 수지구 고기로 89 , 동천자이 상가동 지하1층 A115호 (동천동, 동천자이아파트)",37.3460826736,127.0909740224
용인시,교습소,스마트해법수학자이2차점교습소,보통교과,,16813,경기도 용인시 수지구 신봉동 925번지 웰스톤시티앤웰스톤애비뉴 상가 1동 401호,"경기도 용인시 수지구 신봉2로 60 , 웰스톤시티앤웰스톤애비뉴 상가1동 401호 (신봉동)",37.3279889168,127.0747954565
용인시,학원,앤디잉글리쉬학원,입시.검정 및 보습,031-272-0554,16866,경기도 용인시 수지구 죽전동 589-24번지 중앙프라자 205호,경기도 용인시 수지구 탄천상로 19   중앙프라자 205 (죽전동),37.3333072204,127.1115316886
용인시,학원,정철주니어죽전어학원,국제화,031-898-0541,16876,경기도 용인시 수지구 죽전동 1189-4번지 테마프라자 202호,"경기도 용인시 수지구 현암로 145 , 202호 (죽전동, 테마프라자)",37.3319639502,127.1254456353
용인시,학원,용인김량장점멘토즈독서실,독서실,,17050,경기도 용인시 처인구 김량장동 294-14번지 4층 일부,"경기도 용인시 처인구 금령로 23 , 4층 일부  (김량장동)",37.2350391796,127.1988891993
용인시,교습소,채움논술교습소,보통교과,,16876,경기도 용인시 수지구 죽전동 1178-3번지 C.H리베로II 502-3호,"경기도 용인시 수지구 현암로 131 , 502-3호 (죽전동, C.H리베로II)",37.3319501026,127.1239218006
용인시,학원,애플컴퓨터학원,기타(대),,17056,경기도 용인시 처인구 역북동 753번지 지석프라자 주건축물제1동 405호,"경기도 용인시 처인구 명지로40번길 9 , 주건축물제1동 405호 (역북동, 지석프라자)",37.2322784578,127.1875141269
용인시,학원,엘유씨와이(LUCY)어학원,국제화,,16898,"경기도 용인시 기흥구 보정동 1266-6번지 현대휴먼프라자 702호,703호","경기도 용인시 기흥구 죽현로 29 , 702호,703호 (보정동, 현대휴먼프라자)",37.3195056189,127.1138712819
용인시,학원,가우디미술학원,예능(대),031-693-8811,17003,"경기도 용인시 기흥구 동백동 598-7번지 401-1호, 401-2호","경기도 용인시 기흥구 동백7로 77 , 401-1호, 401-2호 (동백동)",37.2818871523,127.1597729323
용인시,학원,오름컴퓨터아트학원,직업기술,031-889-3351,16897,경기도 용인시 기흥구 보정동 1261-3번지 한솔프라자 404호,"경기도 용인시 기흥구 죽전로 6 , 한솔프라자 404호  (보정동)",37.3202480668,127.1093867754
용인시,교습소,토론하는아이들수지만현점국어교습소,보통교과,,16930,경기도 용인시 수지구 상현동 850번지 만현마을쌍용1차아파트 3층 301호 일부,"경기도 용인시 수지구 만현로 105 , 3층 301호 일부 (상현동, 만현마을쌍용1차아파트)",37.3070880007,127.0855995422
용인시,학원,그림이야기미술학원,예능(대),,16838,경기도 용인시 수지구 풍덕천동 700-1번지 현대상가 2층 201호,"경기도 용인시 수지구 수지로342번길 16 , 현대상가 2층 201호 (풍덕천동, 현대아파트상가)",37.3269528125,127.0955024081
용인시,학원,제니스이지영어학원,입시.검정 및 보습,,16823,경기도 용인시 수지구 동천동 344-2번지 제일프라자 303-3,"경기도 용인시 수지구 동천로99번길 3 ,  제일프라자 303-3 (동천동,동천동 제일프라자)",37.3379765936,127.0928242345
용인시,학원,1프로학원,입시.검정 및 보습,031-272-7088,16898,"경기도 용인시 기흥구 보정동 1208-3번지 야후빌딩 401,402호","경기도 용인시 기흥구 죽전로 53 , 야후빌딩 401,402호 (보정동)",37.3207431497,127.1146775783
용인시,교습소,봄아트미술교습소,예능,,16925,경기도 용인시 수지구 상현동 30번지 성원상떼빌아파트 상가1동 304호 일부,"경기도 용인시 수지구 진산로 28 , 304호 일부 (상현동, 성원상떼빌아파트 상가1동)",37.3147832072,127.0926220849
용인시,학원,초원명문음악학원,예능(대),031-275-0533,16961,경기도 용인시 기흥구 언남동 500번지 초원마을성원상떼빌 404호405호,"경기도 용인시 기흥구 기흥로116번길 100 , 404호405호 (언남동,초원마을성원상떼빌)",37.2886576411,127.1215087410
용인시,학원,초이스터디학원,입시.검정 및 보습,,17055,경기도 용인시 처인구 역북동 749번지 703호,"경기도 용인시 처인구 명지로40번길 16 , 703호 (역북동)",37.2328269983,127.1870158335
용인시,학원,스마트브릭스학원,기타(대),031-265-2050,16930,경기도 용인시 수지구 상현동 66-9번지 상현종합상가 510호,"경기도 용인시 수지구 만현로 88 , 510호 (상현동, 상현종합상가)",37.3088716507,127.0852850661
용인시,학원,JB점수가보이는영어학원,입시.검정 및 보습,,16953,경기도 용인시 기흥구 영덕동 974-7번지 미래도프라자 4층 402호,"경기도 용인시 기흥구 흥덕2로 115 , 4층 402호 (영덕동, 미래도프라자)",37.2778409741,127.0737917751
용인시,학원,ST수지알티오라학원,종합(대),,16861,경기도 용인시 수지구 상현동 85-9번지 해나무유치원 지하1층~2층,"경기도 용인시 수지구 포은대로 235 , 지하1층~2층 (상현동, 해나무유치원)",37.3097451150,127.0824703439
용인시,교습소,강남마을뮤엠영어교습소,보통교과,031-282-0045,16978,경기도 용인시 기흥구 구갈동 594번지 강남피아 503호,"경기도 용인시 기흥구 강남동로 10 , 강남피아 503호 (구갈동)",37.2712366915,127.1281491236
용인시,교습소,자이즐거운음악교습소,예능,,17144,경기도 용인시 처인구 마평동 957번지 푸른마을용인자이 상가동 203호,"경기도 용인시 처인구 금학로 520 , 상가동 203호 (마평동, 푸른마을용인자이)",37.2345073947,127.2171884552
용인시,학원,애니스잉글리시(Annie&apos;s English)학원,입시.검정 및 보습,,16930,경기도 용인시 수지구 상현동 257-1번지 IT프라자 2층 202호,"경기도 용인시 수지구 만현로 92 , 2층 202호 (상현동, IT프라자)",37.3084918084,127.0849260435
용인시,교습소,반디수학교습소,보통교과,031-283-2457,16892,경기도 용인시 기흥구 청덕동 488번지 휴먼시아 물푸레마을 101호 일부,"경기도 용인시 기흥구 구성3로 65 , 101호 일부 (청덕동, 휴먼시아 물푸레마을)",37.3001815236,127.1491630994
용인시,교습소,자이음악교습소,예능,031-214-8337,16943,경기도 용인시 수지구 상현동 1134번지 광교자이더클래스 203호,"경기도 용인시 수지구 광교마을로 62 , 203호 (상현동)",37.2980766230,127.0711276448
용인시,학원,스프라우트처인어학원,종합(대),031-335-5667,17061,경기도 용인시 처인구 김량장동 409번지 수빌딩 3층 일부,"경기도 용인시 처인구 중부대로 1352 , 3층일부 (김량장동,수빌딩)",37.2347130705,127.1947417813
용인시,교습소,상현홍선생미술교습소,예능,,16857,경기도 용인시 수지구 상현동 1099번지 심곡마을 광교 힐스테이트 심곡마을 광교 힐스테이트 상가동 202호 일부,"경기도 용인시 수지구 수지로 75 , 심곡마을 광교 힐스테이트 상가동 202호 일부 (상현동, 심곡마을 광교 힐스테이트)",37.3087510129,127.0741590264
용인시,학원,현진보습학원,입시.검정 및 보습,031-338-8829,17177,경기도 용인시 처인구 백암면 근창리 13-5번지 강림슈퍼 3층 일부,"경기도 용인시 처인구 백암면 근창로 38-3 , 3층일부 (백암면,강림슈퍼)",37.1636165869,127.3702935483
용인시,교습소,지니아트미술교습소,예능,,17035,경기도 용인시 처인구 모현읍 왕산리 428번지 10-23 정문빌딩 1층 일부(우측),"경기도 용인시 처인구 모현면 백옥대로 2366 , 10-23 정문빌딩 1층 일부(우측) (모현면)",37.3348152706,127.2493805445
용인시,교습소,코코홍익미술교습소,예능,,16816,경기도 용인시 수지구 신봉동 880번지 서홍마을한화꿈에그린 상가동 204호,"경기도 용인시 수지구 신봉1로48번길 30 , 서홍마을 한화꿈에그린 상가동 204호 (신봉동)",37.3238378444,127.0810605260
용인시,교습소,뮤엠언남점영어교습소,보통교과,,16961,경기도 용인시 기흥구 신갈동 697번지 녹원마을새천년그린빌 가상가동 104호,"경기도 용인시 기흥구 기흥로116번길 58 , 녹원마을새천년그린빌 가상가동 104호 (신갈동)",37.2884277432,127.1172905492
용인시,학원,바로고등관학원,입시.검정 및 보습,,16921,경기도 용인시 기흥구 마북동 524-8번지 연원마을삼호벽산아파트 상가동 301호 일부,"경기도 용인시 기흥구 연원로 8 , (마북동 524-8) 연원마을 삼호벽산아파트 상가동 301호 일부 (마북동)",37.3003761352,127.1077857687
용인시,교습소,꿀벌스마트해법수학교습소,보통교과,,16941,경기도 용인시 수지구 상현동 866번지 광교상떼빌파크뷰 상가동 210호,"경기도 용인시 수지구 상현로 30-10 , 상가동 210호 (상현동, 광교상떼빌파크뷰)",37.3011572175,127.0780495368
용인시,학원,TH실용음악학원,예능(대),,16972,경기도 용인시 기흥구 구갈동 351번지 구갈스포츠센타 304호,"경기도 용인시 기흥구 구갈로 74 , 304호 (구갈동, 구갈스포츠센타)",37.2811266369,127.1118113199
용인시,교습소,한솔플러스영어백현점영어교습소,보통교과,031-284-0582,16999,경기도 용인시 기흥구 동백동 581번지 백현마을주공아파트 상가동 103호,"경기도 용인시 기흥구 동백8로 101 , 백현마을주공아파트 상가동 103호 (동백동581)",37.2840750615,127.1620531321
용인시,학원,에이스학원,입시.검정 및 보습,,16898,경기도 용인시 기흥구 보정동 1207-1번지 포레스트프라자 702호,"경기도 용인시 기흥구 죽전로 29 , 702호 (보정동, 포레스트프라자)",37.3207707232,127.1120815431
용인시,학원,선진사관어학원,국제화,031-323-6021,17047,경기도 용인시 처인구 역북동 428-13번지 흥양빌딩 3층 일부,"경기도 용인시 처인구 중부대로 1305 , 3층 일부 (역북동, 흥양빌딩)",37.2362691374,127.1899779162
용인시,학원,중앙학원,입시.검정 및 보습,031-275-0864,17077,"경기도 용인시 기흥구 상하동 652번지 수원동마을쌍용스윗닷홈아파트 203-1호, 203-2호","경기도 용인시 기흥구 중부대로788번길 13 , 203-1호, 203-2호 (상하동, 수원동마을쌍용스윗닷홈아파트)",37.2570182123,127.1416499158
용인시,교습소,리우수학교습소,보통교과,,17006,경기도 용인시 기흥구 중동 852-3번지 브릭스타워 141호,"경기도 용인시 기흥구 동백3로11번길 12 , 141호(브릭스타워) (중동)",37.2701946775,127.1530920127
용인시,학원,죽전뮤즈음악학원,예능(대),031-262-0713,16879,경기도 용인시 수지구 죽전동 89-1번지 현대아파트 주상가동 302호,경기도 용인시 수지구 죽전로 246 현대아파트주상가동 302호,37.3317748317,127.1283589164
용인시,교습소,포인트수학교습소,보통교과,,16960,경기도 용인시 기흥구 신갈동 703번지 녹원마을주공새천년그린빌4단지 703번지 제가상가동 205,"경기도 용인시 기흥구 새천년로 38 , 703번지 제가상가동 205 (신갈동, 녹원마을주공새천년그린빌4단지)",37.2890734327,127.1134966070
용인시,학원,상현관이언어학원,국제화,,16943,"경기도 용인시 수지구 상현동 1131-8번지 드림타워2 주건축물제1동 502호, 503호","경기도 용인시 수지구 광교중앙로 298 , 드림타워2 주건축물제1동 502호, 503호 (상현동)",37.2965652688,127.0694663618
용인시,학원,스카이스터디센터독서실,독서실,,16898,"경기도 용인시 기흥구 보정동 1208-4번지 엘림프라자 701호, 702호 일부","경기도 용인시 기흥구 죽전로 57 , 엘림프라자 701호, 702호 일부 (보정동, 엘림프라자)",37.3207807106,127.1151401330
용인시,학원,기파랑문해원죽전보정학원,입시.검정 및 보습,,16898,경기도 용인시 기흥구 보정동 1207-3번지 에스제이타워 505호,"경기도 용인시 기흥구 죽전로 39 , 505호 (보정동, 에스제이타워)",37.3207560951,127.1131199759
용인시,학원,영원한미소미술학원,예능(대),031-276-0014,16841,경기도 용인시 수지구 풍덕천동 1080-3번지 중수빌딩 3층,"경기도 용인시 수지구 풍덕천로 110 , 중수빌딩 3층 (풍덕천동)",37.3220276183,127.0944452859
용인시,학원,드림에듀학원,입시.검정 및 보습,031-334-8205,17027,경기도 용인시 처인구 포곡읍 둔전리 139-10번지 라데팡스 301호,"경기도 용인시 처인구 포곡읍 둔전로47번길 21 , 301호 (포곡읍, 라데팡스)",37.2682695013,127.2191262353
용인시,학원,창의리딩센터학원,입시.검정 및 보습,,16972,경기도 용인시 기흥구 구갈동 354-5번지 진웅프라자 202호,"경기도 용인시 기흥구 구갈로60번길 17 , 진웅프라자 202호 (구갈동)",37.2798423534,127.1132505242
용인시,교습소,유샘피아노교습소,예능,031-321-3757,17061,경기도 용인시 처인구 김량장동 516번지 삼환나우빌단지 상가 203호,경기도 용인시 처인구 중부대로 1348  삼환나우빌단지상가 203호 (김량장동),37.2328390701,127.1950988122
용인시,학원,에이블대입학원,입시.검정 및 보습,031-272-2309,16837,경기도 용인시 수지구 풍덕천동 712-3번지 수지프라자 702호,"경기도 용인시 수지구 풍덕천로 127 , 702호 (풍덕천동,수지프라자)",37.3234111964,127.0957471295
