amsmtFclty,appnNtfcDate,cltrFclty,cnvnncFclty,etcFclty,institutionNm,insttCode,insttNm,latitude,lnmadr,longitude,manageNo,mvmFclty,parkAr,parkNm,parkSe,phoneNumber,rdnmadr,referenceDate
,1981-05-05,,,,서울특별시 동작구청,3190000,서울특별시 동작구,37.48355007,서울특별시 동작구 사당동 233-12,126.967932,11590-00026,,182,반달,어린이공원,,,2026-03-18
,1984-11-20,,,,서울특별시 동작구청,3190000,서울특별시 동작구,37.48244858,서울특별시 동작구 사당동 산32-76,126.9690493,11590-00027,,1503,늘푸른,어린이공원,,,2026-03-18
,1996-01-05,,,,서울특별시 동작구청,3190000,서울특별시 동작구,37.51062857,서울특별시 동작구 본동 483,126.9544535,11590-00028,,2195.5,본동,어린이공원,,,2026-03-18
,1997-04-01,,,,서울특별시 동작구청,3190000,서울특별시 동작구,37.48622359,서울특별시 동작구 사당동 1138-1,126.965684,11590-00029,,454,개나리,어린이공원,,,2026-03-18
,2002-11-11,,,,서울특별시 동작구청,3190000,서울특별시 동작구,37.487572,서울특별시 동작구 신대방동 719-1,126.9080022,11590-00030,,1024,청명,어린이공원,,,2026-03-18
,2002-11-11,,,,서울특별시 동작구청,3190000,서울특별시 동작구,37.48687458,서울특별시 동작구 신대방동 719-3,126.905905,11590-00031,,374,해당화,어린이공원,,,2026-03-18
,2003-12-30,,,,서울특별시 동작구청,3190000,서울특별시 동작구,37.505468,서울특별시 동작구 흑석동 335-7,126.966378,11590-00032,,298.4,비계,소공원,,,2026-03-18
,2005-03-24,,,,서울특별시 동작구청,3190000,서울특별시 동작구,37.506795,서울특별시 동작구 상도동 527-1외 2,126.944663,11590-00033,,1514.5,태양,어린이공원,,,2026-03-18
,2005-12-29,,,,서울특별시 동작구청,3190000,서울특별시 동작구,37.50115916,서울특별시 동작구 흑석동 339-4,126.9599134,11590-00034,,254.8,서달,소공원,,,2026-03-18
,2006-03-16,,,,서울특별시 동작구청,3190000,서울특별시 동작구,37.49388882,서울특별시 동작구 동작동 333-3,126.9801298,11590-00035,,2654.3,희망,어린이공원,,,2026-03-18
고무칩포장+그네+그네보호대+물놀이시설+시소+아쿠아눈사람+아쿠아트리바스켓+아쿠아플라워+연꽃샤워+조합놀이대,1992-03-13,,음수대+화장실,쇠기둥조형물+시계탑+조형옹벽,경기도 평택시청,3910000,경기도 평택시,37.002585,경기도 평택시 세교동 556-1,127.0837576,41220-00022,농구대+농구장+등허리지압기+마라톤운동기+벤치프레스+온몸근육풀기+온몸노젓기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+지압보도+하늘걷기,10133.9,세교 근린공원(세교지구),근린공원,031-8024-4248,,2026-03-13
,2011-07-14,,,,경기도 평택시청,3910000,경기도 평택시,36.99080461,경기도 평택시 소사동 691,127.1303008,41220-00023,,19488.3,솔숲 근린공원(소사2지구),근린공원,031-8024-4248,,2026-03-13
,1994-04-04,,,,경기도 평택시청,3910000,경기도 평택시,36.95861635,경기도 평택시 팽성읍 송화리 106-1,127.0576768,41220-00024,,41950,송화 근린공원,근린공원,031-8024-4248,,2026-03-13
그네+놀이시설 경계+조합놀이대+흔들놀이,2010-09-27,,음수대+자전거보관대(10대용)+화장실,가든테이블세트+수목보호홀덮개+연결관로+우수관로+원형맨홀+집수정+횡단배수로,경기도 평택시청,3910000,경기도 평택시,37.003764,경기도 평택시 용이동 744-1번지,127.148865,41220-00025,농구대+농구장+다목적경기장+등허리지압기+마라톤운동+배드민턴장+온몸노젓기+하늘걷기+허리돌리기,17889.6,신흥 근린공원(신흥지구),근린공원,031-8024-4248,,2026-03-13
그네+모래포설+조합놀이대+흔들놀이,1975-07-12,,화장실,기념비석+맹암거(간선)+맹암거(지선)+배변용모래밭+배수로+빗물받이+애견배변봉투함+우수관+조형석+집수정+테니스 연습옹벽+트랜치,경기도 평택시청,3910000,경기도 평택시,36.96069723,경기도 평택시 팽성읍 송화리 68-55,127.0531282,41220-00026,다리뻗치기+등허리지압기+마라톤운동+옆파도타기+온몸근육풀기+온몸노젓기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+테니스 네트대+테니스장+하늘걷기,34468,안정 근린공원,근린공원,031-8024-4248,경기도 평택시 팽성읍 안정순환로267번길 42,2026-03-13
,2005-01-31,,계단 중앙 분리 펜스,U형측구+운동시설보호대+유구설명석+자연석쌓기+집수정+측구배수+트랜치,경기도 평택시청,3910000,경기도 평택시,36.98759943,경기도 평택시 소사동 506,127.120279,41220-00027,다리근육풀기+등허리지압기+온몸역기올리기+윗몸일으키기+지압보도+하늘걷기,13057,역사유적 근린공원(소사지구),근린공원,031-8024-4248,,2026-03-13
,2010-01-29,,,,경기도 평택시청,3910000,경기도 평택시,37.01820702,경기도 평택시 세교동 1141,127.0852149,41220-00028,,13218.9,영신 제1호 근린공원(영신지구),근린공원,031-8024-4248,경기도 평택시 영신로 108 (동삭동),2026-03-13
,2013-09-03,,,,경기도 평택시청,3910000,경기도 평택시,37.011250,경기도 평택시 세교동 392답,127.073562,41220-00029,,13847,영신이들 근린공원(지제 세교지구),근린공원,031-8024-4248,,2026-03-13
벽사다리놀이기+시소+조합놀이대+탄성고무칩포장+흔들놀이,2003-12-04,계단식관람석,음수전+화장실+휠체어경사로,PVC이중벽관+U형측구+떼수로+배수로+상수관로+새들분수전+집수정,경기도 평택시청,3910000,경기도 평택시,36.99631351,경기도 평택시 용이동 441-1,127.1362866,41220-00030,다리뻗치기+마라톤운동기+옆파도타기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+하늘걷기,21590,용이 근린공원(용이지구 3호),근린공원,031-8024-4248,경기도 평택시 현신3길 13 (용이동),2026-03-13
,2009-09-30,,,,경기도 평택시청,3910000,경기도 평택시,37.02063576,경기도 평택시 동삭동 0,127.092978,41220-00031,,10907.9,원동 근린공원 (모산영신지구),근린공원,031-8024-4248,경기도 평택시 지제동삭1로 163 (동삭동 더샵지제역센트럴파크1BL아파트),2026-03-13
,1972-08-25,,,,경기도 평택시청,3910000,경기도 평택시,37.00656794,경기도 평택시 세교동 산86-1,127.081995,41220-00032,,276422,은실 근린공원,근린공원,031-8024-4248,,2026-03-13
,2012-07-13,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.79933725,전라남도 여수시 소라면 덕양리 1412-24,127.6317837,46130-00166,,94195,덕양 양지바름공원,근린공원,061-659-4627,전라남도 여수시 소라면 하세동길 17-12,2023-03-21
,2012-07-13,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.770831,전라남도 여수시 선원동 849-2,127.655264,46130-00167,,56790,선원 뜨레공원,근린공원,061-659-4627,,2023-03-21
,2012-07-13,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.770469,전라남도 여수시 만흥동 산204-2,127.7295892,46130-00169,,89240,만흥공원,근린공원,061-659-4627,,2023-03-21
,2012-07-13,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.76658074,전라남도 여수시 미평동 400-2,127.7057209,46130-00170,,92650,미평공원,문화공원,061-659-4627,,2023-03-21
,2012-07-13,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.766466,전라남도 여수시 만흥동 산190-4,127.723196,46130-00171,,3070,오림터널공원,문화공원,061-659-4627,,2023-03-21
,2012-10-12,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.889902,전라남도 여수시 율촌면 여동리 390,127.599811,46130-00172,,351561,장도공원,근린공원,061-659-4627,,2023-03-21
,2014-05-08,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.758964,전라남도 여수시 문수동 78-15,127.709651,46130-00175,,4576,문수공원1,어린이공원,061-659-4627,전라남도 여수시 문수북8길 7-14,2023-03-21
,2014-05-08,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.760031,전라남도 여수시 문수동 61-4,127.705747,46130-00176,,1644,문수공원2,어린이공원,061-659-4627,전라남도 여수시 문수북6길 47,2023-03-21
,2015-03-06,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.738802,전라남도 여수시 중앙동 385-6,127.7366067,46130-00177,,7866,이순신장군공원,수변공원,061-659-4627,,2023-03-21
,2015-03-06,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.75880504,전라남도 여수시 학동 192,127.656692,46130-00178,,1385.9,부등공원,소공원,061-659-4627,,2023-03-21
,2015-03-06,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.766443,전라남도 여수시 선원동 150-20,127.655366,46130-00179,,428,약수공원,소공원,061-659-4627,,2023-03-21
,1997-05-20,,,파고라+음수대,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.74353011,전라남도 여수시 봉강동 578-9,127.7200201,46130-00180,,1906.9,봉강공원,어린이공원,061-659-4627,전라남도 여수시 봉강서3길 23,2023-03-21
,1997-05-20,,,,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.758792,전라남도 여수시 학동 210-1,127.660589,46130-00181,,2150.1,연화공원,어린이공원,061-659-4627,,2023-03-21
,1997-05-20,,,정자,전라남도 여수시청,5785000,전남광주통합특별시 여수시,34.77606574,전라남도 여수시 화장동 851,127.6435769,46130-00182,,1524.9,대통공원,어린이공원,061-659-4627,,2023-03-21
어린이 놀이시설,2007-02-05,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.47815205,인천광역시 부평구 십정동 436-1,126.701593,28237-00079,운동기구,8114,한마음어린이공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2016-03-07,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.478347,인천광역시 부평구 십정동 219-175,126.695047,28237-00080,운동기구,1405,우물터어린이공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2008-10-13,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.51262084,인천광역시 부평구 산곡동 539,126.6981569,28237-00081,운동기구,1917,성벽어린이공원,어린이공원,032-509-6970,,2025-08-25
,2009-10-12,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.49317568,인천광역시 부평구 부개동 120-343,126.738967,28237-00082,운동기구,1185,늘푸른소공원,소공원,032-509-6970,,2025-08-25
,2016-09-12,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.4840075,인천광역시 부평구 부평동 산11-11번지,126.727528,28237-00083,운동기구,2500,산들바람소공원,소공원,032-509-6970,,2025-08-25
어린이 놀이시설,2009-11-09,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.508725,인천광역시 부평구 산곡동 산133-10 일원,126.697578,28237-00084,운동기구,3080,산곡어린이공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2021-09-06,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.52051537,인천광역시 부평구 청천동 산4-6,126.6968372,28237-00085,운동기구,2000,나비어린이공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2010-02-08,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.4909379,인천광역시 부평구 부개동 148-50,126.7346955,28237-00086,운동기구,7519,한가람공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2009-07-20,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.4940704,인천광역시 부평구 부개동 132-6,126.7356518,28237-00087,운동기구,3635,아름어린이공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2009-11-09,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.5061655,인천광역시 부평구 산곡동 176-54,126.695292,28237-00088,운동기구,2506,숲속어린이공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2009-07-20,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.5198515,인천광역시 부평구 삼산동 209-4,126.7352473,28237-00089,운동기구,2060,삼산어린이공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2008-08-25,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.48387271,인천광역시 부평구 십정동 186-238,126.7043897,28237-00090,운동기구,1472,슬아어린이공원,어린이공원,032-509-6970,,2025-08-25
,2010-07-05,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.5134548,인천광역시 부평구 산곡동 538,126.6984776,28237-00091,운동기구,439,나무소공원,소공원,032-509-6970,,2025-08-25
어린이 놀이시설,2009-06-08,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.517313,인천광역시 부평구 청천동 28-4 일원,126.704005,28237-00092,운동기구,5268,다온어린이공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2008-12-08,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.520772,인천광역시 부평구 청천동 56-12 일원,126.699490,28237-00093,운동기구,7291,어울림어린이공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2008-12-08,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.520021,인천광역시 부평구 청천동 36-3 일원,126.702133,28237-00094,운동기구,2072,맑은샘어린이공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2008-12-08,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.5150898485,인천광역시 부평구 청천동 76-99,126.696939,28237-00095,운동기구,4009,푸른내어린이공원,어린이공원,032-509-6970,,2025-08-25
어린이 놀이시설,2015-07-27,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.5196746934,인천광역시 부평구 청천동 55-68,126.699935,28237-00096,운동기구,2003,장수어린이공원,어린이공원,032-509-6970,,2025-08-25
,2018-12-10,,쉼터+휴게소,,인천광역시 부평구,3540000,인천광역시 부평구,37.50506551,인천광역시 부평구 산곡동 180-92,126.699238,28237-00097,운동기구,761,산곡소공원,소공원,032-509-6970,,2025-08-25
,2020-03-18,,,,부산시광역시 영도구청,3280000,부산광역시 영도구,35.093015,부산광역시 영도구 봉래동4가 361,129.046409,26200-00014,,705,푸른소공원,소공원,051-419-4534,,2026-01-05
,2012-07-31,,,정자,경상북도 예천군청,5230000,경상북도 예천군,36.57401402,경상북도 예천군 호명면 산합리 1508,128.475673,47900-00041,,4420,산합리공원10,수변공원,054-650-6868,,2025-12-10
,2012-07-31,,,파고라,경상북도 예천군청,5230000,경상북도 예천군,36.57428894,경상북도 예천군 호명면 산합리 1507,128.4865548,47900-00042,,8394,산합리공원11,수변공원,054-650-6868,,2025-12-10
,2012-07-31,,,파고라,경상북도 예천군청,5230000,경상북도 예천군,36.57387196,경상북도 예천군 호명면 산합리 1509,128.4861652,47900-00043,체력단련시설,8055,산합리공원12,수변공원,054-650-6868,,2025-12-10
,2012-07-31,,,수경시설,경상북도 예천군청,5230000,경상북도 예천군,36.57305685,경상북도 예천군 호명면 산합리 1500,128.4901857,47900-00044,,58409,산합리공원13,수변공원,054-650-6868,,2025-12-10
,2012-07-31,,,,경상북도 예천군청,5230000,경상북도 예천군,36.57518487,경상북도 예천군 호명면 산합리 1449,128.4906532,47900-00045,,5238,산합리공원14,수변공원,054-650-6868,,2025-12-10
,2012-07-31,,,,경상북도 예천군청,5230000,경상북도 예천군,36.57615241,경상북도 예천군 호명면 산합리 1448,128.4908523,47900-00046,,6306,산합리공원15,수변공원,054-650-6868,,2025-12-10
,2010-01-27,,,,부산시광역시 영도구청,3280000,부산광역시 영도구,35.06865839,부산광역시 영도구 동삼동 1179,129.0824214,26200-00013,,2699,하리지구 소공원,소공원,051-419-4534,,2026-01-05
,1986-10-02,,,전망대(정자),충청남도 서천군청,4580000,충청남도 서천군,36.006113,충청남도 서천군 장항읍 원수리 927-2,126.704992,44770-25030,,4536,용당공원,소공원,041-950-4613,,2025-12-08
,2010-10-05,,,,충청남도 서천군청,4580000,충청남도 서천군,36.040527,충청남도 서천군 장항읍 옥남리 520,126.668613,44770-25028,,1884,(산단)1호,어린이공원,041-950-4613,,2025-12-08
,2010-10-05,,,,충청남도 서천군청,4580000,충청남도 서천군,36.035863,충청남도 서천군 장항읍 옥남리 산3,126.671152,44770-25028,,1657,(산단)2호,어린이공원,041-950-4613,,2025-12-08
,2010-12-30,,,,충청남도 서천군청,4580000,충청남도 서천군,36.077357,충청남도 서천군 서천읍 군사리 529,126.6933934,44770-25321,,906,9호공원,소공원,041-950-4613,,2025-12-08
,2010-01-27,,,,부산시광역시 영도구청,3280000,부산광역시 영도구,35.06972055,부산광역시 영도구 동삼동 1174-6,129.0815802,26200-00012,,962,하리지구 소공원,소공원,051-419-4534,,2026-01-05
,2011-06-15,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.57902483,서울특별시 동대문구 전농동 688-7,127.0596823,11230-00035,,2626.5,아름드리,어린이공원,02-2127-4776,,2026-06-18
,2012-08-23,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.58118377,서울특별시 동대문구 제기동 274-1,127.0318885,11230-00036,,3933,선농단,역사공원,02-2127-4776,,2026-06-18
,2012-09-27,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.59029026,서울특별시 동대문구 휘경동 368-4,127.0650995,11230-00037,,514.9,내길,소공원,02-2127-4776,,2026-06-18
,2014-12-04,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.58449851,서울특별시 동대문구 휘경동 49-384,127.0686626,11230-00038,,2345,진달래,어린이공원,02-2127-4776,,2026-06-18
,2015-04-16,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.57991757,서울특별시 동대문구 용두동 794-1,127.030411,11230-00039,,1763.2,솔바람,소공원,02-2127-4776,,2026-06-18
,2008-09-11,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.577490,서울특별시 동대문구 전농동 695-1,127.0501308,11230-00040,,2545,샛말,어린이공원,02-2127-4776,,2026-06-18
,2006-04-06,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.57076016,서울특별시 동대문구 답십리동 1009-1,127.0486741,11230-00041,,2107,새움,어린이공원,02-2127-4776,,2026-06-18
,2006-10-19,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.59351092,서울특별시 동대문구 휘경동 372-2,127.0678028,11230-00042,,3426.3,휘경,어린이공원,02-2127-4776,,2026-06-18
,2005-12-22,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.59108223,서울특별시 동대문구 휘경동 375-1,127.0611301,11230-00044,,654,휘경마당,소공원,02-2127-4776,,2026-06-18
,2007-06-21,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.57114658,서울특별시 동대문구 용두동 795-2,127.0285473,11230-00045,,4063,미르,어린이공원,02-2127-4776,,2026-06-18
,2008-04-10,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.5789782,서울특별시 동대문구 용두동 765-12,127.026565,11230-00046,,1865,하늘구름,소공원,02-2127-4776,,2026-06-18
,2020-03-26,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.57234275,서울특별시 동대문구 답십리동 53-43,127.0583286,11230-00047,,142,중산,소공원,02-2127-4776,,2026-06-18
,1997-03-03,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.57278098,서울특별시 동대문구 답십리동 471,127.0490643,11230-00048,,15179.7,간데메,근린공원,02-2127-4398,,2026-06-18
,2009-02-19,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.57786417,서울특별시 동대문구 용두동 798-2,127.0431956,11230-00049,,3303.9,푸르미르,기타,02-2127-4776,,2026-06-18
,2010-09-30,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.571552,서울특별시 동대문구 용두동 795-1,127.0281015,11230-00050,,1857.2,한별,어린이공원,02-2127-4776,,2026-06-18
,2007-11-29,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.56678294,서울특별시 동대문구 답십리동 14-24,127.0595004,11230-00051,,674,답십리제17구역,소공원,02-2127-4398,,2026-06-18
,2008-01-07,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.6007284721,서울특별시 동대문구 이문동 264-421,127.0573078058,11230-00052,,1749,이문1구역 어린이공원,어린이공원,02-2127-4398,,2026-06-18
,2008-01-07,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.60059807,서울특별시 동대문구 이문동 393-1,127.057949,11230-00053,,6000,이문1구역 소공원(1),소공원,02-2127-4398,,2026-06-18
,2008-01-07,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.6027040364,서울특별시 동대문구 이문동 255-116,127.0617079404,11230-00054,,1479,이문1구역 소공원(2),소공원,02-2127-4398,,2026-06-18
,1971-08-06,,주차장+화장실+음수대,맨발황톳길,서울특별시 강서구청,3150000,서울특별시 강서구,37.55065104,서울특별시 강서구 화곡동 산60-1,126.8456037,11500-00001,농구장+배드민턴장+축구장+테니스장+족구장,359435.2,우장,근린공원,02-2600-4185,,2026-04-17
,1977-07-09,,화장실+음수대,,서울특별시 강서구청,3150000,서울특별시 강서구,37.574254,서울특별시 강서구 가양동 산4-7,126.841332,11500-00002,다목적체육관,135002.7,궁산,근린공원,02-2600-4185,,2026-04-17
,1977-07-09,,화장실,,서울특별시 강서구청,3150000,서울특별시 강서구,37.557765,서울특별시 강서구 염창동 산24-1,126.868792,11500-00003,다목적체육관,112070,염창,근린공원,02-2600-4255,,2026-04-17
,2015-12-15,,,,전라남도 고흥군,5845000,전남광주통합특별시 고흥군,34.80449214,전라남도 고흥군 동강면 장덕리  345-7,127.3432315,46770-00022,,1423,동강특화농공단지 소공원,소공원,061-830-5380,,2023-12-07
,2015-12-15,,,,전라남도 고흥군,5845000,전남광주통합특별시 고흥군,34.75925297,전라남도 고흥군 대서면 상남리  산 93,127.326309,46770-00023,,300,대서농공단지 소공원,소공원,061-830-5380,,2023-12-07
조합놀이대+그네,1991-01-05,,,,부산시광역시 영도구청,3280000,부산광역시 영도구,35.0740081,부산광역시 영도구 동삼동 510-29,129.0675833,26200-00011,,1514,푸른어린이공원,어린이공원,051-419-4534,,2026-01-05
,1990-12-27,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.56377169,울산광역시 울주군 범서읍 천상리 609-13,129.2283578,31710-00054,,1600,누리공원29,어린이공원,052-204-1756,울산광역시 울주군 범서읍 천상2길 6-6,2026-04-30
,1990-12-17,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.56167388,울산광역시 울주군 범서읍 천상리 649-8,129.226291,31710-00055,,2359,마루공원27,어린이공원,052-204-1756,울산광역시 울주군 범서읍 천상4길 28-4,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.561971,울산광역시 울주군 삼남읍 교동리 1560-1,129.1146116,31710-00056,,1500,옥선공원240,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.56122829,울산광역시 울주군 삼남읍 교동리 1564-1,129.1172041,31710-00057,,1644,도손공원241,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.56000464,울산광역시 울주군 삼남읍 교동리 1570-3,129.120216,31710-00058,,1590,마리공원242,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.559871,울산광역시 울주군 삼남읍 교동리 1584-1,129.114036,31710-00059,,1581,한서공원244,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.55937488,울산광역시 울주군 삼남읍 교동리 1592-1,129.117971,31710-00060,,1590,매디공원243,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.558177,울산광역시 울주군 삼남읍 교동리 1605-3,129.114513,31710-00061,,1636,아리솔공원245,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.556684,울산광역시 울주군 삼남읍 교동리 1608-4,129.112676,31710-00062,,1645,초롱공원246,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.55669464,울산광역시 울주군 삼남읍 교동리 1614-4,129.118376,31710-00063,,1582,해늘공원248,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.556431,울산광역시 울주군 삼남읍 교동리 1621-1,129.1158952,31710-00064,,1620,들샘공원247,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.55471275,울산광역시 울주군 삼남읍 교동리 1628-1,129.116952,31710-00065,,1500,옥토끼공원249,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.55498936,울산광역시 울주군 삼남읍 교동리 1637-4,129.1136941,31710-00066,,1585,홍단심공원251,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.553776,울산광역시 울주군 삼남읍 교동리 1644-4,129.115235,31710-00067,,1585,원화공원250,어린이공원,052-204-1756,,2026-04-30
,1992-03-02,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.55339715,울산광역시 울주군 삼남읍 교동리 1649-1,129.112373,31710-00068,,1700,청조공원252,어린이공원,052-204-1756,,2026-04-30
,2009-04-23,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.55883289,울산광역시 울주군 삼남읍 교동리 1678-2,129.129965,31710-00069,,3301,하평공원359,어린이공원,052-204-1756,,2026-04-30
,2009-04-23,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.555977,울산광역시 울주군 삼남읍 교동리 1697-8,129.127934,31710-00070,,2335,상평공원358,어린이공원,052-204-1756,,2026-04-30
,1989-12-30,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.50868095,울산광역시 울주군 삼남읍 방기리 564-6,129.0858838,31710-00071,,1408,버들공원261,어린이공원,052-204-1756,울산광역시 울주군 삼남읍 방기4길 21,2026-04-30
,1988-01-26,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.51107926,울산광역시 울주군 삼남읍 방기리 596,129.082299,31710-00072,,1470,새터공원259,어린이공원,052-204-1756,,2026-04-30
,1991-03-16,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.51023369,울산광역시 울주군 삼남읍 방기리 623-3,129.086370,31710-00073,,1919,방터공원265,어린이공원,052-204-1756,,2026-04-30
,1989-12-30,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.50726133,울산광역시 울주군 삼남읍 방기리 953-7,129.079363,31710-00074,,2095,운곡공원264,어린이공원,052-204-1756,,2026-04-30
,1988-01-26,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.509446,울산광역시 울주군 삼남읍 방기리 955-8,129.0799244,31710-00075,,2060,상방공원262,어린이공원,052-204-1756,,2026-04-30
,1989-12-30,,,,울산광역시 울주군청,3730000,울산광역시 울주군,35.506505,울산광역시 울주군 삼남읍 방기리 968-5,129.0818769,31710-00076,,2055,하방공원263,어린이공원,052-204-1756,,2026-04-30
,2010-05-13,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.58689393,서울특별시 동대문구 휘경동 43-275,127.069321,11230-00032,,1398,휘봉,어린이공원,02-2127-4776,,2026-06-18
,2010-08-12,,,,서울특별시 동대문구청,3050000,서울특별시 동대문구,37.57329025,서울특별시 동대문구 답십리동 1002-1,127.0458182,11230-00033,,1570.7,꿈동산,어린이공원,02-2127-4776,,2026-06-18
